typehus,vaerelse,postnummer,adresse,energimaerke,href,grundareal,antal_plan,boligareal,byggeaar,ejendomsvaerdi,liggetid_slut,liggetid_start,salgsdato,salgspris,udbudspris,varmekilde,ydervaegsmateriale,liggetid,afslag,kvadratmeterpris,salgsaar,salgsmaaned
Villa,5,8270 Højbjerg,Runegårdsvej 8,d,https://www.boligsiden.dk/arkiv/653579859,820,1,161,1961,2550000,2012-11-14,2012-10-30,2012-11-30,2450000,2698000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",31,248000,15217,2012,11
Villa,5,8340 Malling,Starupvej 138,f,https://www.boligsiden.dk/arkiv/276111093,2192,1,224,1960,2450000,2017-05-24,2017-05-17,2017-08-14,3025000,3198000,"Centralvarme fra eget anlæg, etkammer fyr","Mursten (tegl, kalksten, cementsten)",89,173000,13504,2017,8
Villa,4,8240 Risskov,Hyldevej 16,d,https://www.boligsiden.dk/arkiv/328864268,821,1,158,1968,4500000,2012-07-28,2009-09-30,2015-04-25,7000000,6955000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",2033,-45000,44303,2015,4
Villa,7,8220 Brabrand,Tingstedet 14,d,https://www.boligsiden.dk/arkiv/956796118,777,1,178,1968,2500000,2013-12-10,2013-05-31,2013-09-25,2850000,3100000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",117,250000,16011,2013,9
Villa,5,8462 Harlev J,Engsvinget 29,e,https://www.boligsiden.dk/arkiv/268510126,1026,1,165,1973,1950000,2016-08-19,2016-07-18,2016-08-18,2374000,2399000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",31,25000,14387,2016,8
Villa,3,8380 Trige,Holmkærvej 80,c,https://www.boligsiden.dk/arkiv/577970780,125,1,91,1987,1050000,2012-03-01,2009-10-29,2011-12-14,1165000,1299000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",776,134000,12802,2011,12
Rækkehus,5,8200 Aarhus N,Ivar Huitfeldts Gade 62,f,https://www.boligsiden.dk/arkiv/559182173,260,2,168,1928,4300000,2013-03-01,2009-11-17,2013-02-01,3900000,4195000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",1172,295000,23214,2013,2
Villa,6,8220 Brabrand,Sivsangervej 8,d,https://www.boligsiden.dk/arkiv/923599667,936,1,225,1976,3500000,2012-11-09,2012-09-02,2013-04-04,1400000,3398000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",214,1998000,6222,2013,4
Villa,10,8462 Harlev J,Grønhøjvej 37,d,https://www.boligsiden.dk/arkiv/858207512,795,1,133,1972,1800000,2012-02-18,2010-01-13,2014-07-08,980000,1995000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",1637,1015000,7368,2014,7
Villa,6,8260 Viby J,Reventlowsvej 46,c,https://www.boligsiden.dk/arkiv/535000215,788,1,169,1952,2650000,2012-06-21,2012-01-31,2012-06-20,3400000,3598000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",141,198000,20118,2012,6
Villa,7,8000 Aarhus C,Dalgas Avenue 45,d,https://www.boligsiden.dk/arkiv/575829076,902,1,166,1947,3950000,2013-05-08,2013-03-04,2013-07-16,6300000,6500000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",134,200000,37951,2013,7
Villa,6,8260 Viby J,Abildhøjvej 12,f,https://www.boligsiden.dk/arkiv/867771980,733,1,156,1969,1750000,2014-04-17,2014-01-27,2014-08-04,2500000,2645000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",189,145000,16025,2014,8
Villa,8,8270 Højbjerg,Arnakvænge 11,c,https://www.boligsiden.dk/arkiv/756872231,1366,1,200,1971,4450000,2017-07-24,2017-07-07,2017-07-19,7450000,7650000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",12,200000,37250,2017,7
Villa,6,8270 Højbjerg,Brunbakkevej 26,f,https://www.boligsiden.dk/arkiv/931660323,1644,1,152,1958,2750000,2012-11-29,2012-11-04,2012-11-27,2782500,3098000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",23,315500,18305,2012,11
Villa,8,8270 Højbjerg,Søsterhøjvej 37,d,https://www.boligsiden.dk/arkiv/998742901,932,1,234,1982,4000000,2012-03-01,2010-03-26,2011-11-12,4150000,4575000,"Centralvarme fra eget anlæg, etkammer fyr","Mursten (tegl, kalksten, cementsten)",596,425000,17735,2011,11
Villa,7,8270 Højbjerg,Runegårdsvej 30,c,https://www.boligsiden.dk/arkiv/865723270,774,1,170,1951,2700000,2013-06-06,2010-03-30,2013-05-31,3500000,3775000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",1158,275000,20588,2013,5
Villa,4,8260 Viby J,Irisvej 32,c,https://www.boligsiden.dk/arkiv/885880928,665,1,138,1927,2800000,2013-01-29,2010-09-04,2014-05-23,3055000,3185000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",1357,130000,22137,2014,5
Rækkehus,6,8210 Aarhus V,Haslevangsvej 30,e,https://www.boligsiden.dk/arkiv/107346002,623,1,147,1973,2050000,2012-11-01,2010-09-04,2012-09-01,2187500,2498000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",728,310500,14880,2012,9
Villa,6,8320 Mårslet,Piganavej 12,c,https://www.boligsiden.dk/arkiv/577819228,787,1,130,1972,1900000,2012-03-01,2010-10-04,2011-12-30,2995000,2995000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",452,0,23038,2011,12
Villa,5,8340 Malling,Smedegårds Alle 18,d,https://www.boligsiden.dk/arkiv/341107948,632,1,163,1962,2250000,2013-01-06,2010-04-14,2013-05-30,1750000,1750000,"Centralvarme med to fyringsenheder (fast og olie eller gas) Elovne, elpaneler","Mursten (tegl, kalksten, cementsten)",1142,0,10736,2013,5
Villa,4,8361 Hasselager,Hovedvejen 57B,b,https://www.boligsiden.dk/arkiv/224002581,700,1,172,2004,2450000,2012-01-21,2010-04-19,2012-01-19,2250000,2398000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",640,148000,13081,2012,1
Villa,4,8200 Aarhus N,Brendstrupvej 26,g,https://www.boligsiden.dk/arkiv/678983973,259,2,134,1935,2300000,2012-07-24,2012-06-26,2012-09-25,2850000,2925000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",91,75000,21268,2012,9
Villa,6,8250 Egå,Skæring Højsagervej 1,c,https://www.boligsiden.dk/arkiv/572374484,847,1,164,1997,3850000,2012-04-27,2010-04-24,2012-03-21,6200000,6495000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",697,295000,37804,2012,3
Fritidsbolig,4,8320 Mårslet,Jelshøjvej 102,g,https://www.boligsiden.dk/arkiv/725842242,1528,1,76,1999,1400000,2013-02-01,2010-04-28,2013-01-22,1400000,1400000,"Elovne, elpaneler",Træbeklædning,1000,0,18421,2013,1
Rækkehus,5,8260 Viby J,Risdalsvej 28,e,https://www.boligsiden.dk/arkiv/496386898,775,1,112,1929,1850000,2014-01-08,2014-02-23,2014-05-08,1620000,1945000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",74,325000,14464,2014,5
Villa,6,8240 Risskov,Mågevej 10,c,https://www.boligsiden.dk/arkiv/235796405,850,1,168,1975,4350000,2012-03-19,2010-05-20,2012-06-03,4500000,4995000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",745,495000,26785,2012,6
Villa,5,8462 Harlev J,Grønhøjvej 50,d,https://www.boligsiden.dk/arkiv/240289264,870,1,155,1970,1800000,2012-11-28,2010-05-26,2012-11-26,1898000,1898000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",915,0,12245,2012,11
Villa,6,8541 Skødstrup,Krajbjergvej 4,g,https://www.boligsiden.dk/arkiv/185964804,4850,1,164,1962,2050000,2012-12-02,2010-06-06,2012-09-02,2655000,2995000,Varmepumpe,"Mursten (tegl, kalksten, cementsten)",819,340000,16189,2012,9
Villa,6,8320 Mårslet,Ovesdal 57,c,https://www.boligsiden.dk/arkiv/756950640,812,1,189,1979,2400000,2014-09-01,2013-09-27,2014-09-01,2850000,2995000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",339,145000,15079,2014,9
Villa,6,8380 Trige,Søhøjparken 23,b,https://www.boligsiden.dk/arkiv/957010436,722,1,165,2010,2150000,2016-05-24,2016-04-29,2016-05-24,2550000,2595000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",25,45000,15454,2016,5
Villa,3,8240 Risskov,Jasminvej 21,c,https://www.boligsiden.dk/arkiv/861756944,816,1,107,1918,3050000,2012-03-10,2010-06-30,2012-08-15,2675000,2995000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",777,320000,25000,2012,8
Villa,4,8541 Skødstrup,Åstrup Strandvej 61,d,https://www.boligsiden.dk/arkiv/119789342,4320,1,243,1927,3300000,2013-07-25,2012-07-09,2013-07-24,3319000,3499000,"Centralvarme fra eget anlæg, etkammer fyr","Mursten (tegl, kalksten, cementsten)",380,180000,13658,2013,7
Villa,8,8240 Risskov,Lærkevej 12 A,d,https://www.boligsiden.dk/arkiv/943930870,988,1,203,1964,4050000,2015-06-07,2013-02-18,2015-02-07,4750000,4950000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",719,200000,23399,2015,2
Rækkehus,4,8471 Sabro,Rønnevangen 165,b,https://www.boligsiden.dk/arkiv/909384039,261,1,102,2012,1700000,2012-01-09,2010-07-16,2012-08-29,1625000,1698000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",775,73000,15931,2012,8
Villa,4,8220 Brabrand,Hougårdsvej 22,d,https://www.boligsiden.dk/arkiv/982123286,732,1,131,1952,2550000,2014-10-09,2014-04-14,2014-06-25,3300000,3495000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",72,195000,25190,2014,6
Villa,6,8270 Højbjerg,Elmehøjvej 50,c,https://www.boligsiden.dk/arkiv/726781066,964,1,204,1979,4200000,2013-11-27,2012-05-06,2013-11-26,5100000,5195000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",569,95000,25000,2013,11
Villa,6,8200 Aarhus N,Kastaniegade 12,b,https://www.boligsiden.dk/arkiv/358438212,715,1,170,2010,3350000,2015-07-09,2015-02-20,2015-10-16,4200000,4500000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",238,300000,24705,2015,10
Fritidsbolig,4,8340 Malling,Tjørnevænget 11,g,https://www.boligsiden.dk/arkiv/470744368,645,1,65,2004,1350000,2017-02-22,2016-11-10,2017-02-21,1890000,1995000,"Elovne, elpaneler",Træbeklædning,103,105000,29076,2017,2
Villa,7,8320 Mårslet,Hørretløkkevej 1,f,https://www.boligsiden.dk/arkiv/863013651,1399,1,176,1852,1800000,2014-12-16,2013-06-21,2014-10-26,2500000,2675000,"Elovne, elpaneler",Bindingsværk (med udvendigt synligt træværk),492,175000,14204,2014,10
Villa,5,8240 Risskov,Krogagre 76,c,https://www.boligsiden.dk/arkiv/548782593,759,1,157,1999,3400000,2013-06-26,2010-05-08,2013-06-24,4100000,4198000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",1143,98000,26114,2013,6
Villa,3,8381 Tilst,Geding Søvej 21,g,https://www.boligsiden.dk/arkiv/440010196,909,1,88,1907,1050000,2014-01-05,2010-06-08,2014-04-30,1220000,1350000,"Centralvarme fra eget anlæg, etkammer fyr","Mursten (tegl, kalksten, cementsten)",1422,130000,13863,2014,4
Villa,4,8361 Hasselager,Baunevej 20,d,https://www.boligsiden.dk/arkiv/729370630,848,1,102,1964,1400000,2015-07-07,2015-04-21,2015-06-21,1625000,1698000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",61,73000,15931,2015,6
Villa,8,8541 Skødstrup,Engskovvej 25,d,https://www.boligsiden.dk/arkiv/239210979,968,1,255,1973,2700000,2013-02-12,2013-09-30,2013-11-29,2475000,2495000,"Centralvarme fra eget anlæg, etkammer fyr","Mursten (tegl, kalksten, cementsten)",60,20000,9705,2013,11
Villa,6,8270 Højbjerg,Bakkedraget 18,d,https://www.boligsiden.dk/arkiv/481017546,835,1,142,2005,4150000,2012-06-14,2010-12-08,2015-03-02,8995000,10900000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",1545,1905000,63345,2015,3
Villa,7,8240 Risskov,Østre Skovvej 9,e,https://www.boligsiden.dk/arkiv/638881956,1820,2,182,1919,7150000,2014-11-14,2014-05-29,2014-11-13,7100000,7750000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",168,650000,39010,2014,11
Villa,4,8530 Hjortshøj,Engtoftevej 6B,b,https://www.boligsiden.dk/arkiv/705678443,867,1,122,2008,1650000,2012-06-01,2010-08-13,2013-04-15,1569500,1999000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),Træbeklædning,976,429500,12864,2013,4
Villa,4,8200 Aarhus N,Farsundsvej 22,d,https://www.boligsiden.dk/arkiv/934826250,835,1,133,1965,2200000,2012-07-19,2010-08-16,2012-07-23,2925000,2998000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",707,73000,21992,2012,7
Villa,6,8250 Egå,Skæring Højsagervej 19,e,https://www.boligsiden.dk/arkiv/498275586,800,1,162,1980,3900000,2012-08-16,2012-05-24,2012-08-13,3350000,3695000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",81,345000,20679,2012,8
Villa,4,8520 Lystrup,Elsted Skolevej 10,c,https://www.boligsiden.dk/arkiv/544957161,800,1,113,1955,1700000,2012-07-26,2012-03-30,2012-07-13,2375000,2499000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",105,124000,21017,2012,7
Villa,6,8310 Tranbjerg J,Horsevænget 77,d,https://www.boligsiden.dk/arkiv/370267023,959,1,149,1976,2000000,2012-11-09,2010-08-25,2012-12-09,2198000,2248000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",837,50000,14751,2012,12
Villa,5,8260 Viby J,Grøndalsvej 9,d,https://www.boligsiden.dk/arkiv/772916573,1037,1,153,1974,2250000,2012-04-17,2010-01-09,2012-04-04,2282500,2565000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",816,282500,14918,2012,4
Rækkehus,5,8361 Hasselager,Pilegårdsvej 183,c,https://www.boligsiden.dk/arkiv/971522294,229,1,151,1977,1450000,2012-04-20,2010-02-09,2012-08-05,1800000,1895000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",908,95000,11920,2012,8
Villa,4,8220 Brabrand,Sandbjergvej 1,c,https://www.boligsiden.dk/arkiv/194095028,722,1,118,2006,2500000,2014-08-19,2014-04-14,2014-08-18,3450000,3650000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",126,200000,29237,2014,8
Villa,6,8270 Højbjerg,Holme Parkvej 331,d,https://www.boligsiden.dk/arkiv/279296890,473,1,169,2004,2900000,2012-06-29,2010-07-09,2012-12-07,3725000,3895000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",882,170000,22041,2012,12
Villa,6,8240 Risskov,Ternevej 7,c,https://www.boligsiden.dk/arkiv/880918836,788,1,230,1925,5600000,2012-07-14,2010-09-13,2012-06-19,5725000,6095000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",645,370000,24891,2012,6
Villa,8,8240 Risskov,Egelundsvej 11,d,https://www.boligsiden.dk/arkiv/977512261,954,1,199,1967,5800000,2016-10-14,2016-05-21,2016-09-22,5280000,5700000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",124,420000,26532,2016,9
Fritidsbolig,4,8340 Malling,Ajstrup Strandvej 91B,g,https://www.boligsiden.dk/arkiv/743764253,879,1,69,1982,1950000,2012-05-16,2010-09-17,2012-12-06,2450000,2795000,"Elovne, elpaneler",Træbeklædning,811,345000,35507,2012,12
Villa,6,8355 Solbjerg,Klemivej 12,d,https://www.boligsiden.dk/arkiv/320885898,860,1,212,1971,1950000,2013-09-27,2010-09-17,2013-09-22,2300000,2395000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",1101,95000,10849,2013,9
Villa,9,8260 Viby J,Rugbjergvej 32,c,https://www.boligsiden.dk/arkiv/961105904,833,1,273,1970,3500000,2012-06-13,2010-09-23,2012-05-14,2900000,3250000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",599,350000,10622,2012,5
Villa,5,8240 Risskov,Ålykkevej 16,d,https://www.boligsiden.dk/arkiv/554486688,935,1,230,1970,3750000,2012-12-09,2012-04-13,2012-11-09,3000000,3250000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",210,250000,13043,2012,11
Villa,6,8220 Brabrand,Engdalsvej 78C,d,https://www.boligsiden.dk/arkiv/425425172,777,1,174,1964,2900000,2017-05-07,2017-03-07,2017-07-07,4225000,4098000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",122,-127000,24281,2017,7
Landejendom,9,8361 Hasselager,Kattrupvej 79,e,https://www.boligsiden.dk/arkiv/452796627,16956,1,168,1977,2400000,2013-11-26,2010-09-30,2013-02-12,1500000,1500000,"Centralvarme fra eget anlæg, etkammer fyr","Mursten (tegl, kalksten, cementsten)",866,0,8928,2013,2
Villa,4,8240 Risskov,Vestre Skovvej 1,c,https://www.boligsiden.dk/arkiv/717536313,1000,2,167,1993,5700000,2012-06-29,2010-04-10,2012-05-29,6500000,6998000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",780,498000,38922,2012,5
Rækkehus,5,8310 Tranbjerg J,Tranbjerg Hovedgade 80,c,https://www.boligsiden.dk/arkiv/865194298,193,1,132,1977,1650000,2013-03-22,2013-04-01,2013-12-03,1700000,1799000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",246,99000,12878,2013,12
Fritidsbolig,3,8340 Malling,Hyldevænget 13,g,https://www.boligsiden.dk/arkiv/308273702,806,1,87,1965,1400000,2014-04-12,2010-10-10,2014-11-20,1100000,1200000,"Elovne, elpaneler",Træbeklædning,1502,100000,12643,2014,11
Villa,14,8320 Mårslet,Højballevej 11,f,https://www.boligsiden.dk/arkiv/187783762,14634,1,170,1750,3850000,2012-07-03,2010-10-15,2015-10-27,4330900,10000000,"Centralvarme fra eget anlæg, etkammer fyr",Bindingsværk (med udvendigt synligt træværk),1838,5669100,25475,2015,10
Villa,2,8200 Aarhus N,Nedergårdsvej 41,d,https://www.boligsiden.dk/arkiv/824744730,336,1,98,1877,1350000,2012-07-11,2010-10-16,2012-10-23,1500000,1595000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),Bindingsværk (med udvendigt synligt træværk),738,95000,15306,2012,10
Villa,7,8220 Brabrand,Engdalsvej 54 B,g,https://www.boligsiden.dk/arkiv/127018057,747,1,138,1922,2900000,2013-07-06,2012-05-09,2013-05-06,3305000,3498000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",362,193000,23949,2013,5
Villa,5,8260 Viby J,Monradsvej 29,d,https://www.boligsiden.dk/arkiv/130587316,648,1,160,1931,2550000,2012-06-29,2012-04-06,2012-06-27,2725000,2895000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",82,170000,17031,2012,6
Villa,7,8260 Viby J,Rosendalvej 20,d,https://www.boligsiden.dk/arkiv/650886343,849,1,198,1971,2900000,2013-02-01,2012-06-04,2013-01-15,3100000,3295000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",225,195000,15656,2013,1
Villa,5,8541 Skødstrup,Terosevej 11 E,c,https://www.boligsiden.dk/arkiv/950346533,973,1,132,2000,2250000,2012-11-05,2010-10-26,2012-04-19,2300000,2498000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",541,198000,17424,2012,4
Villa,6,8381 Tilst,Havkærvej 57,f,https://www.boligsiden.dk/arkiv/282307959,1187,1,153,1961,1900000,2012-10-26,2012-02-16,2012-10-25,2050000,2100000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",252,50000,13398,2012,10
Villa,5,8355 Solbjerg,Højlundsparken 28,e,https://www.boligsiden.dk/arkiv/960833432,829,1,159,1967,1700000,2014-01-12,2010-08-11,2014-11-28,1742500,1840000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",1570,97500,10959,2014,11
Villa,6,8240 Risskov,Valmuevej 16,c,https://www.boligsiden.dk/arkiv/658016368,901,1,172,1958,3450000,2016-04-18,2014-07-10,2016-04-17,4475000,4998000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",647,523000,26017,2016,4
Villa,6,8240 Risskov,Espedalen 6,f,https://www.boligsiden.dk/arkiv/555929034,770,1,139,1966,2300000,2015-01-14,2013-06-09,2015-02-01,2350000,2498000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",602,148000,16906,2015,2
Landejendom,14,8330 Beder,Elmosevej 41,c,https://www.boligsiden.dk/arkiv/374977940,25000,1,146,1999,6750000,2017-03-25,2013-03-27,2017-03-23,13300000,15900000,"Centralvarme fra eget anlæg, etkammer fyr","Mursten (tegl, kalksten, cementsten)",1457,2600000,91095,2017,3
Villa,7,8260 Viby J,Rosenvangs Alle 79,e,https://www.boligsiden.dk/arkiv/184815401,855,1,126,1934,3650000,2013-04-17,2010-11-23,2013-06-05,2898000,2898000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",925,0,23000,2013,6
Villa,7,8310 Tranbjerg J,Gammel Horsensvej 64,d,https://www.boligsiden.dk/arkiv/795937119,1356,1,134,1865,1750000,2013-01-03,2012-06-15,2013-02-15,1800000,1999000,"Centralvarme fra eget anlæg, etkammer fyr","Mursten (tegl, kalksten, cementsten)",245,199000,13432,2013,2
Villa,6,8260 Viby J,Råhøjtoften 11,c,https://www.boligsiden.dk/arkiv/135329849,721,1,143,1999,3000000,2012-03-21,2010-11-24,2012-03-13,3300000,3475000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",475,175000,23076,2012,3
Villa,10,8240 Risskov,Tranevej 29,e,https://www.boligsiden.dk/arkiv/868175869,4019,1,481,1991,27500000,2014-06-23,2014-05-22,2015-02-06,27500000,25000000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",260,-2500000,57172,2015,2
Rækkehus,6,8330 Beder,Engdalgårdsvej 74,e,https://www.boligsiden.dk/arkiv/575701201,305,1,144,1968,1950000,2012-01-28,2010-11-30,2012-01-19,1950000,2098000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",415,148000,13541,2012,1
Rækkehus,5,8260 Viby J,Grøndalsvej 270,d,https://www.boligsiden.dk/arkiv/180056914,260,2,162,1976,1900000,2012-04-04,2010-01-12,2012-03-04,1800000,1995000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",782,195000,11111,2012,3
Rækkehus,5,8260 Viby J,Grøndalsvej 270,d,https://www.boligsiden.dk/arkiv/180056914,260,2,162,1976,1900000,2012-04-04,2010-01-12,2012-03-04,1800000,1995000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",782,195000,11111,2012,3
Rækkehus,5,8260 Viby J,Grøndalsvej 270,d,https://www.boligsiden.dk/arkiv/180056914,260,2,162,1976,1900000,2012-04-04,2010-01-12,2012-03-04,1800000,1995000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",782,195000,11111,2012,3
Rækkehus,5,8260 Viby J,Grøndalsvej 270,d,https://www.boligsiden.dk/arkiv/180056914,260,2,162,1976,1900000,2012-04-04,2010-01-12,2012-03-04,1800000,1995000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",782,195000,11111,2012,3
Villa,4,8462 Harlev J,Tandrupvej 8,e,https://www.boligsiden.dk/arkiv/101892158,914,1,126,1912,1250000,2012-08-02,2010-06-12,2012-03-02,1500000,1598000,"Centralvarme fra eget anlæg, etkammer fyr","Mursten (tegl, kalksten, cementsten)",629,98000,11904,2012,3
Villa,5,8541 Skødstrup,Grenåvej 692,e,https://www.boligsiden.dk/arkiv/777773908,901,1,215,1950,2350000,2012-11-30,2010-06-12,2012-11-29,1630000,1750000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),Andet materiale,901,120000,7581,2012,11
Landejendom,5,8462 Harlev J,Åbovej 55,f,https://www.boligsiden.dk/arkiv/747528435,35815,1,166,1910,2500000,2013-04-04,2012-08-21,2013-03-18,2350000,2350000,"Centralvarme fra eget anlæg, etkammer fyr","Mursten (tegl, kalksten, cementsten)",209,0,14156,2013,3
